SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sat Apr 28 14:01:04 GMT-03:00 2018
User: Diogo
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4J00421
Integration Time (usec): 1245403 (USB4J00421)
Spectra Averaged: 5 (USB4J00421)
Boxcar Smoothing: 5 (USB4J00421)
Correct for Electrical Dark: No (USB4J00421)
Strobe/Lamp Enabled: No (USB4J00421)
Correct for Detector Non-linearity: No (USB4J00421)
Correct for Stray Light: No (USB4J00421)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,28	111,282
177,50	111,282
177,72	111,282
177,94	88,136
178,16	110,731
178,37	101,099
178,59	100,482
178,81	98,392
179,03	97,044
179,25	98,236
179,47	93,048
179,69	91,232
179,90	82,508
180,12	77,901
180,34	73,628
180,56	74,292
180,78	71,986
181,00	68,566
181,22	67,510
181,43	65,439
181,65	63,604
181,87	63,500
182,09	63,266
182,31	62,637
182,53	61,572
182,74	61,583
182,96	57,968
183,18	57,039
183,40	58,252
183,62	56,269
183,84	57,551
184,05	58,398
184,27	57,126
184,49	55,952
184,71	55,416
184,93	55,758
185,15	53,755
185,36	54,682
185,58	55,199
185,80	54,849
186,02	54,736
186,24	54,808
186,45	53,770
186,67	53,622
186,89	54,187
187,11	55,009
187,33	55,762
187,55	55,913
187,76	57,272
187,98	58,550
188,20	59,206
188,42	59,935
188,64	59,408
188,85	58,187
189,07	58,498
189,29	59,758
189,51	59,862
189,73	60,230
189,94	60,779
190,16	59,709
190,38	57,672
190,60	58,196
190,82	57,225
191,03	57,595
191,25	57,664
191,47	56,770
191,69	55,029
191,91	53,836
192,12	53,310
192,34	52,511
192,56	51,458
192,78	51,337
193,00	49,615
193,21	49,700
193,43	46,705
193,65	48,507
193,87	49,209
194,09	51,223
194,30	51,245
194,52	51,404
194,74	51,723
194,96	54,067
195,17	52,398
195,39	52,954
195,61	52,986
195,83	54,746
196,05	54,472
196,26	53,647
196,48	53,762
196,70	55,296
196,92	55,178
197,13	54,515
197,35	52,756
197,57	53,885
197,79	52,761
198,01	52,611
198,22	51,642
198,44	51,891
198,66	53,066
198,88	50,756
199,09	49,539
199,31	49,361
199,53	49,220
199,75	49,763
199,96	50,663
200,18	50,278
200,40	50,360
200,62	50,441
200,83	49,649
201,05	48,874
201,27	48,852
201,49	47,908
201,70	49,330
201,92	48,422
202,14	48,204
202,36	48,507
202,57	51,008
202,79	49,923
203,01	50,446
203,23	50,702
203,44	52,507
203,66	54,892
203,88	55,619
204,10	55,574
204,31	56,945
204,53	57,075
204,75	56,242
204,97	56,303
205,18	57,809
205,40	57,222
205,62	58,223
205,84	56,635
206,05	54,888
206,27	55,989
206,49	56,608
206,71	56,000
206,92	56,167
207,14	56,588
207,36	54,478
207,57	52,980
207,79	53,669
208,01	51,572
208,23	51,639
208,44	52,743
208,66	50,485
208,88	48,712
209,10	48,449
209,31	47,380
209,53	47,568
209,75	47,737
209,96	47,897
210,18	47,306
210,40	47,424
210,62	47,048
210,83	45,599
211,05	46,443
211,27	46,103
211,48	45,082
211,70	44,087
211,92	42,164
212,14	41,286
212,35	39,571
212,57	39,288
212,79	39,490
213,00	38,774
213,22	38,679
213,44	38,119
213,65	36,438
213,87	36,298
214,09	35,956
214,31	34,761
214,52	34,133
214,74	34,073
214,96	31,838
215,17	30,577
215,39	29,188
215,61	28,422
215,82	27,578
216,04	27,220
216,26	26,472
216,47	26,396
216,69	26,065
216,91	25,742
217,13	25,014
217,34	25,263
217,56	24,998
217,78	25,083
217,99	24,881
218,21	24,718
218,43	24,520
218,64	24,483
218,86	24,348
219,08	24,194
219,29	24,066
219,51	24,314
219,73	24,312
219,94	24,272
220,16	24,247
220,38	24,050
220,59	23,916
220,81	23,835
221,03	23,886
221,24	23,665
221,46	23,718
221,68	23,657
221,89	23,610
222,11	23,501
222,33	23,328
222,54	23,090
222,76	23,040
222,98	22,898
223,19	22,818
223,41	22,753
223,63	22,626
223,84	22,448
224,06	22,354
224,28	22,053
224,49	22,007
224,71	22,060
224,93	22,113
225,14	22,059
225,36	22,122
225,57	22,101
225,79	21,920
226,01	21,932
226,22	22,003
226,44	21,897
226,66	22,063
226,87	21,975
227,09	21,804
227,31	21,758
227,52	21,700
227,74	21,663
227,96	21,702
228,17	21,646
228,39	21,662
228,60	21,632
228,82	21,594
229,04	21,507
229,25	21,524
229,47	21,525
229,69	21,471
229,90	21,429
230,12	21,450
230,33	21,332
230,55	21,373
230,77	21,358
230,98	21,427
231,20	21,535
231,42	21,632
231,63	21,621
231,85	21,635
232,06	21,721
232,28	21,872
232,50	21,876
232,71	21,963
232,93	22,045
233,15	22,107
233,36	22,066
233,58	22,151
233,79	22,082
234,01	22,182
234,23	22,296
234,44	22,336
234,66	22,360
234,87	22,453
235,09	22,542
235,31	22,590
235,52	22,658
235,74	22,746
235,95	22,799
236,17	22,930
236,39	22,963
236,60	23,009
236,82	23,060
237,03	23,098
237,25	23,264
237,47	23,361
237,68	23,444
237,90	23,575
238,11	23,767
238,33	23,857
238,55	23,995
238,76	24,117
238,98	24,302
239,19	24,480
239,41	24,703
239,62	24,789
239,84	24,927
240,06	25,122
240,27	25,223
240,49	25,279
240,70	25,441
240,92	25,596
241,13	25,801
241,35	25,908
241,57	26,039
241,78	26,116
242,00	26,245
242,21	26,418
242,43	26,541
242,64	26,640
242,86	26,754
243,08	26,888
243,29	27,010
243,51	27,091
243,72	27,222
243,94	27,348
244,15	27,449
244,37	27,504
244,59	27,525
244,80	27,607
245,02	27,721
245,23	27,875
245,45	27,991
245,66	28,083
245,88	28,132
246,09	28,224
246,31	28,312
246,53	28,410
246,74	28,472
246,96	28,599
247,17	28,645
247,39	28,718
247,60	28,774
247,82	28,778
248,03	28,799
248,25	28,820
248,46	28,846
248,68	28,884
248,90	28,925
249,11	28,999
249,33	29,017
249,54	29,025
249,76	29,059
249,97	29,078
250,19	29,102
250,40	29,133
250,62	29,221
250,83	29,250
251,05	29,258
251,26	29,267
251,48	29,295
251,69	29,306
251,91	29,390
252,13	29,401
252,34	29,398
252,56	29,481
252,77	29,475
252,99	29,489
253,20	29,495
253,42	29,522
253,63	29,550
253,85	29,554
254,06	29,552
254,28	29,533
254,49	29,533
254,71	29,543
254,92	29,483
255,14	29,475
255,35	29,481
255,57	29,478
255,78	29,439
256,00	29,397
256,21	29,361
256,43	29,367
256,64	29,332
256,86	29,316
257,07	29,252
257,29	29,230
257,50	29,229
257,72	29,151
257,93	29,143
258,15	29,106
258,36	29,127
258,58	29,102
258,79	29,061
259,01	29,045
259,22	28,984
259,44	28,959
259,65	28,944
259,87	28,906
260,08	28,921
260,30	28,884
260,51	28,875
260,73	28,805
260,94	28,725
261,16	28,715
261,37	28,672
261,59	28,684
261,80	28,686
262,02	28,653
262,23	28,613
262,45	28,586
262,66	28,533
262,87	28,479
263,09	28,449
263,30	28,465
263,52	28,474
263,73	28,445
263,95	28,428
264,16	28,378
264,38	28,322
264,59	28,313
264,81	28,226
265,02	28,204
265,24	28,198
265,45	28,181
265,67	28,167
265,88	28,053
266,09	28,019
266,31	27,947
266,52	27,926
266,74	27,893
266,95	27,843
267,17	27,838
267,38	27,816
267,60	27,766
267,81	27,739
268,03	27,711
268,24	27,700
268,45	27,669
268,67	27,656
268,88	27,624
269,10	27,612
269,31	27,582
269,53	27,536
269,74	27,493
269,96	27,512
270,17	27,480
270,38	27,435
270,60	27,426
270,81	27,414
271,03	27,397
271,24	27,374
271,46	27,347
271,67	27,325
271,88	27,335
272,10	27,343
272,31	27,264
272,53	27,255
272,74	27,192
272,96	27,175
273,17	27,108
273,38	27,054
273,60	27,022
273,81	26,977
274,03	26,996
274,24	26,957
274,46	26,906
274,67	26,901
274,88	26,827
275,10	26,872
275,31	26,835
275,53	26,861
275,74	26,839
275,95	26,824
276,17	26,824
276,38	26,765
276,60	26,787
276,81	26,771
277,02	26,777
277,24	26,802
277,45	26,806
277,67	26,792
277,88	26,764
278,09	26,788
278,31	26,803
278,52	26,832
278,74	26,833
278,95	26,839
279,16	26,888
279,38	26,904
279,59	26,912
279,81	26,911
280,02	26,961
280,23	26,994
280,45	27,031
280,66	27,057
280,88	27,056
281,09	27,133
281,30	27,107
281,52	27,123
281,73	27,161
281,94	27,206
282,16	27,219
282,37	27,244
282,59	27,280
282,80	27,294
283,01	27,335
283,23	27,361
283,44	27,349
283,65	27,416
283,87	27,457
284,08	27,495
284,30	27,562
284,51	27,636
284,72	27,670
284,94	27,720
285,15	27,790
285,36	27,885
285,58	27,957
285,79	28,071
286,01	28,175
286,22	28,244
286,43	28,341
286,65	28,463
286,86	28,552
287,07	28,717
287,29	28,880
287,50	29,022
287,71	29,174
287,93	29,372
288,14	29,515
288,35	29,671
288,57	29,834
288,78	29,971
288,99	30,099
289,21	30,287
289,42	30,391
289,63	30,533
289,85	30,646
290,06	30,759
290,28	30,878
290,49	30,989
290,70	31,076
290,92	31,203
291,13	31,344
291,34	31,476
291,56	31,578
291,77	31,701
291,98	31,763
292,20	31,898
292,41	31,989
292,62	32,061
292,84	32,184
293,05	32,313
293,26	32,413
293,47	32,473
293,69	32,554
293,90	32,623
294,11	32,676
294,33	32,800
294,54	32,883
294,75	32,951
294,97	33,067
295,18	33,139
295,39	33,188
295,61	33,261
295,82	33,345
296,03	33,393
296,25	33,460
296,46	33,565
296,67	33,627
296,89	33,692
297,10	33,799
297,31	33,889
297,52	33,962
297,74	34,092
297,95	34,219
298,16	34,315
298,38	34,470
298,59	34,620
298,80	34,689
299,02	34,800
299,23	34,890
299,44	35,021
299,65	35,071
299,87	35,151
300,08	35,183
300,29	35,219
300,51	35,309
300,72	35,343
300,93	35,392
301,14	35,455
301,36	35,478
301,57	35,533
301,78	35,521
302,00	35,583
302,21	35,631
302,42	35,686
302,63	35,717
302,85	35,772
303,06	35,813
303,27	35,810
303,49	35,855
303,70	35,902
303,91	35,935
304,12	35,962
304,34	36,000
304,55	36,057
304,76	36,129
304,97	36,195
305,19	36,226
305,40	36,284
305,61	36,340
305,82	36,406
306,04	36,451
306,25	36,534
306,46	36,613
306,68	36,659
306,89	36,703
307,10	36,702
307,31	36,723
307,53	36,749
307,74	36,784
307,95	36,835
308,16	36,867
308,38	36,926
308,59	36,952
308,80	36,996
309,01	37,030
309,23	37,060
309,44	37,147
309,65	37,201
309,86	37,252
310,07	37,261
310,29	37,297
310,50	37,383
310,71	37,461
310,92	37,499
311,14	37,529
311,35	37,587
311,56	37,644
311,77	37,679
311,99	37,757
312,20	37,797
312,41	37,821
312,62	37,859
312,84	37,866
313,05	37,878
313,26	37,861
313,47	37,927
313,68	37,948
313,90	38,008
314,11	38,041
314,32	38,055
314,53	38,122
314,75	38,186
314,96	38,265
315,17	38,297
315,38	38,365
315,59	38,481
315,81	38,495
316,02	38,550
316,23	38,540
316,44	38,585
316,65	38,615
316,87	38,650
317,08	38,697
317,29	38,710
317,50	38,791
317,71	38,827
317,93	38,902
318,14	38,932
318,35	38,977
318,56	39,043
318,77	39,105
318,99	39,185
319,20	39,215
319,41	39,273
319,62	39,350
319,83	39,385
320,05	39,403
320,26	39,383
320,47	39,461
320,68	39,523
